"WORKYEAR","LastDateBroodReduc","FirstDateBroodReduc","NIDO","DateInitial","HatchAsync","AGEHEMB","ANILLOHEMB","AGEMACH","ANILLOMACH","CoupleExpLocal","ESTECLOS1","HatchRank","HatchCat","HatchingRoundRank","HatchingCatRank","PROPORTIONALRANK","LayingCatRank","LayingRoundRank","LayRank","CONFIRMHEMB","Start_time","Stop_time","BroodReduction.x","BroodReduction.y","BroodReduction","Time","DATE","Event","Gap","DateForPropRank","Time0","Ndays","CountingPropRank"
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",0,7,0,0,0,2,1991-05-29,0,1,1991-05-22,1,66,0.540983606557377
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",7,14,0,1,1,3,1991-06-05,0,2,1991-05-29,2,73,0.598360655737705
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",14,21,0,NA,0,4,1991-06-12,1,1,1991-06-05,3,80,0.655737704918033
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",21,28,0,NA,0,5,1991-06-19,1,2,1991-06-12,4,87,0.713114754098361
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",28,35,0,NA,0,6,1991-06-26,1,3,1991-06-19,5,94,0.770491803278688
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",35,42,0,NA,0,7,1991-07-03,1,4,1991-06-26,6,101,0.827868852459016
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",42,49,0,NA,0,8,1991-07-10,1,5,1991-07-03,7,108,0.885245901639344
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",49,56,0,NA,0,9,1991-07-17,1,6,1991-07-10,8,115,0.942622950819672
1991,"1991-07-21","1991-06-01","91-743",1991-05-22,7,NA,"SA",NA,"0X0",NA,1991-05-15,0.266523911491792,3,0.3,1,0.672908843,5,0.6,0.558282208588957,"f",56,60,1,NA,1,10,1991-07-21,1,7,1991-07-14,9,119,0.975409836065574
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",0,7,0,0,0,2,1986-05-28,0,1,1986-05-21,1,94,0.56969696969697
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",7,14,0,0,0,3,1986-06-04,0,2,1986-05-28,2,101,0.612121212121212
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",14,21,0,0,0,4,1986-06-11,0,3,1986-06-04,3,108,0.654545454545455
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",21,28,0,0,0,5,1986-06-18,0,4,1986-06-11,4,115,0.696969696969697
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",28,35,0,0,0,6,1986-06-25,0,5,1986-06-18,5,122,0.739393939393939
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",35,42,0,0,0,7,1986-07-02,0,6,1986-06-25,6,129,0.781818181818182
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",42,49,0,0,0,8,1986-07-09,0,7,1986-07-02,7,136,0.824242424242424
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",49,56,0,0,0,9,1986-07-16,0,8,1986-07-09,8,143,0.866666666666667
1986,"1986-07-20","1986-07-20","86-326",1986-05-21,3,NA,"2XX",NA,"2X6",NA,1986-05-18,0.136402569593148,2,0.1,NA,0.596432567,5,0.6,0.622377622377622,"f",56,60,0,0,0,10,1986-07-20,0,9,1986-07-13,9,147,0.890909090909091
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",0,7,0,0,0,2,1989-02-15,0,1,1989-02-08,1,28,0.210526315789474
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",7,14,0,0,0,3,1989-02-22,0,2,1989-02-15,2,35,0.263157894736842
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",14,21,0,0,0,4,1989-03-01,0,3,1989-02-22,3,42,0.315789473684211
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",21,28,0,0,0,5,1989-03-08,0,4,1989-03-01,4,49,0.368421052631579
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",28,35,0,0,0,6,1989-03-15,0,5,1989-03-08,5,56,0.421052631578947
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",35,42,0,0,0,7,1989-03-22,0,6,1989-03-15,6,63,0.473684210526316
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",42,49,0,0,0,8,1989-03-29,0,7,1989-03-22,7,70,0.526315789473684
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",49,56,0,0,0,9,1989-04-05,0,8,1989-03-29,8,77,0.578947368421053
1989,"1989-04-09","1989-04-09","89-077.2",1989-02-08,13,NA,"D957",NA,"3XX",NA,1989-01-26,0.206638115631692,5,0.2,NA,0.059636991,1,0.1,0.134615384615385,"f",56,60,0,0,0,10,1989-04-09,0,9,1989-04-02,9,81,0.609022556390977
1990,"1990-03-31","1990-03-22","90-103",1990-03-13,5,NA,"SA",NA,"3XX",NA,1990-03-08,0.235617416131335,2,0.2,NA,0.142121524,2,0.2,0.232704402515723,"f",0,7,0,0,0,2,1990-03-20,0,1,1990-03-13,1,9,0.09375
1990,"1990-03-31","1990-03-22","90-103",1990-03-13,5,NA,"SA",NA,"3XX",NA,1990-03-08,0.235617416131335,2,0.2,NA,0.142121524,2,0.2,0.232704402515723,"f",7,14,0,1,1,3,1990-03-27,0,2,1990-03-20,2,16,0.166666666666667
1990,"1990-03-31","1990-03-22","90-103",1990-03-13,5,NA,"SA",NA,"3XX",NA,1990-03-08,0.235617416131335,2,0.2,NA,0.142121524,2,0.2,0.232704402515723,"f",14,18,1,NA,1,4,1990-03-31,1,1,1990-03-24,3,20,0.208333333333333
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",0,7,0,0,0,2,1990-04-20,0,1,1990-04-13,1,40,0.416666666666667
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",7,14,0,0,0,3,1990-04-27,0,2,1990-04-20,2,47,0.489583333333333
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",14,21,0,0,0,4,1990-05-04,0,3,1990-04-27,3,54,0.5625
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",21,28,0,0,0,5,1990-05-11,0,4,1990-05-04,4,61,0.635416666666667
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",28,35,0,0,0,6,1990-05-18,0,5,1990-05-11,5,68,0.708333333333333
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",35,42,0,1,1,7,1990-05-25,0,6,1990-05-18,6,75,0.78125
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",42,49,0,NA,0,8,1990-06-01,1,1,1990-05-25,7,82,0.854166666666667
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",49,56,0,NA,0,9,1990-06-08,1,2,1990-06-01,8,89,0.927083333333333
1990,"1990-06-12","1990-05-19","90-183",1990-04-13,5,NA,"4XX",NA,"4XX",NA,1990-04-08,0.237830121341899,2,0.2,NA,0.358393401,4,0.4,0.427672955974843,"f",56,60,1,NA,1,10,1990-06-12,1,3,1990-06-05,9,93,0.96875
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",0,7,0,0,0,2,1990-03-24,0,1,1990-03-17,1,13,0.135416666666667
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",7,14,0,0,0,3,1990-03-31,0,2,1990-03-24,2,20,0.208333333333333
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",14,21,0,0,0,4,1990-04-07,0,3,1990-03-31,3,27,0.28125
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",21,28,0,0,0,5,1990-04-14,0,4,1990-04-07,4,34,0.354166666666667
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",28,35,0,1,1,6,1990-04-21,0,5,1990-04-14,5,41,0.427083333333333
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",35,42,0,NA,0,7,1990-04-28,1,1,1990-04-21,6,48,0.5
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",42,49,0,NA,0,8,1990-05-05,1,2,1990-04-28,7,55,0.572916666666667
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",49,56,0,NA,0,9,1990-05-12,1,3,1990-05-05,8,62,0.645833333333333
1990,"1990-05-16","1990-04-18","90-106",1990-03-17,4,NA,"SA",NA,"5803",NA,1990-03-13,0.235974304068522,2,0.2,NA,0.177136973,3,0.3,0.264150943396226,"f",56,60,1,NA,1,10,1990-05-16,1,4,1990-05-09,9,66,0.6875
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",0,7,0,0,0,2,1991-04-04,0,1,1991-03-28,1,11,0.0901639344262295
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",7,14,0,0,0,3,1991-04-11,0,2,1991-04-04,2,18,0.147540983606557
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",14,21,0,0,0,4,1991-04-18,0,3,1991-04-11,3,25,0.204918032786885
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",21,28,0,0,0,5,1991-04-25,0,4,1991-04-18,4,32,0.262295081967213
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",28,35,0,0,0,6,1991-05-02,0,5,1991-04-25,5,39,0.319672131147541
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",35,42,0,0,0,7,1991-05-09,0,6,1991-05-02,6,46,0.377049180327869
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",42,49,0,0,0,8,1991-05-16,0,7,1991-05-09,7,53,0.434426229508197
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",49,56,0,0,0,9,1991-05-23,0,8,1991-05-16,8,60,0.491803278688525
1991,"1991-05-27","1991-05-27","91-009",1991-03-28,2,NA,"7XX",NA,"5XX",NA,1991-03-26,0.262955032119914,1,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",56,60,0,0,0,10,1991-05-27,0,9,1991-05-20,9,64,0.524590163934426
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",0,7,0,0,0,2,1995-05-17,0,1,1995-05-10,1,36,0.346153846153846
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",7,14,0,0,0,3,1995-05-24,0,2,1995-05-17,2,43,0.413461538461538
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",14,21,0,0,0,4,1995-05-31,0,3,1995-05-24,3,50,0.480769230769231
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",21,28,0,0,0,5,1995-06-07,0,4,1995-05-31,4,57,0.548076923076923
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",28,35,0,0,0,6,1995-06-14,0,5,1995-06-07,5,64,0.615384615384615
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",35,42,0,0,0,7,1995-06-21,0,6,1995-06-14,6,71,0.682692307692308
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",42,49,0,0,0,8,1995-06-28,0,7,1995-06-21,7,78,0.75
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",49,56,0,0,0,9,1995-07-05,0,8,1995-06-28,8,85,0.817307692307692
1995,"1995-07-09","1995-07-09","95-082",1995-05-10,3,6,"A589",NA,"5XX",1,1995-05-07,0.370235546038544,2,0.4,3,0.202007532,4,0.4,0.447674418604651,"t",56,60,0,0,0,10,1995-07-09,0,9,1995-07-02,9,89,0.855769230769231
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",0,7,0,0,0,2,1989-03-24,0,1,1989-03-17,1,65,0.488721804511278
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",7,14,0,0,0,3,1989-03-31,0,2,1989-03-24,2,72,0.541353383458647
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",14,21,0,0,0,4,1989-04-07,0,3,1989-03-31,3,79,0.593984962406015
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",21,28,0,0,0,5,1989-04-14,0,4,1989-04-07,4,86,0.646616541353383
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",28,35,0,0,0,6,1989-04-21,0,5,1989-04-14,5,93,0.699248120300752
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",35,42,0,0,0,7,1989-04-28,0,6,1989-04-21,6,100,0.75187969924812
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",42,49,0,0,0,8,1989-05-05,0,7,1989-04-28,7,107,0.804511278195489
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",49,56,0,0,0,9,1989-05-12,0,8,1989-05-05,8,114,0.857142857142857
1989,"1989-05-16","1989-05-16","89-462",1989-03-17,6,NA,"SA",NA,"5XX",NA,1989-03-11,0.209778729478944,3,0.2,NA,0.607605875,4,0.4,0.416666666666667,"f",56,60,0,0,0,10,1989-05-16,0,9,1989-05-09,9,118,0.887218045112782
1990,"1990-04-13","1990-04-02","90-256",1990-03-31,4,NA,"SA",NA,"6X1",NA,1990-03-27,0.236973590292648,2,0.2,NA,0.309989691,4,0.4,0.352201257861635,"f",0,7,0,1,1,2,1990-04-07,0,1,1990-03-31,1,27,0.28125
1990,"1990-04-13","1990-04-02","90-256",1990-03-31,4,NA,"SA",NA,"6X1",NA,1990-03-27,0.236973590292648,2,0.2,NA,0.309989691,4,0.4,0.352201257861635,"f",7,13,1,NA,1,3,1990-04-13,1,1,1990-04-06,2,33,0.34375
1994,"1994-06-09","1994-06-03","94-1433",1994-05-25,4,NA,"SA",NA,"6XX",NA,1994-05-21,0.345182012847966,2,0.3,1,0.872705042,5,0.6,0.576923076923077,"t",0,7,0,0,0,2,1994-06-01,0,1,1994-05-25,1,74,0.601626016260163
1994,"1994-06-09","1994-06-03","94-1433",1994-05-25,4,NA,"SA",NA,"6XX",NA,1994-05-21,0.345182012847966,2,0.3,1,0.872705042,5,0.6,0.576923076923077,"t",7,14,0,1,1,3,1994-06-08,0,2,1994-06-01,2,81,0.658536585365854
1994,"1994-06-09","1994-06-03","94-1433",1994-05-25,4,NA,"SA",NA,"6XX",NA,1994-05-21,0.345182012847966,2,0.3,1,0.872705042,5,0.6,0.576923076923077,"t",14,15,1,NA,1,4,1994-06-09,1,1,1994-06-02,3,82,0.666666666666667
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",0,7,0,0,0,2,1991-04-16,0,1,1991-04-09,1,23,0.188524590163934
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",7,14,0,0,0,3,1991-04-23,0,2,1991-04-16,2,30,0.245901639344262
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",14,21,0,0,0,4,1991-04-30,0,3,1991-04-23,3,37,0.30327868852459
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",21,28,0,0,0,5,1991-05-07,0,4,1991-04-30,4,44,0.360655737704918
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",28,35,0,0,0,6,1991-05-14,0,5,1991-05-07,5,51,0.418032786885246
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",35,42,0,0,0,7,1991-05-21,0,6,1991-05-14,6,58,0.475409836065574
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",42,49,0,0,0,8,1991-05-28,0,7,1991-05-21,7,65,0.532786885245902
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",49,56,0,0,0,9,1991-06-04,0,8,1991-05-28,8,72,0.590163934426229
1991,"1991-06-08","1991-06-08","91-459",1991-04-09,6,NA,"A010",NA,"7101",NA,1991-04-03,0.263526052819415,3,0.3,1,0.348938823,3,0.3,0.300613496932515,"t",56,60,0,0,0,10,1991-06-08,0,9,1991-06-01,9,76,0.622950819672131
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",0,7,0,0,0,2,1991-04-06,0,1,1991-03-30,1,13,0.10655737704918
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",7,14,0,0,0,3,1991-04-13,0,2,1991-04-06,2,20,0.163934426229508
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",14,21,0,0,0,4,1991-04-20,0,3,1991-04-13,3,27,0.221311475409836
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",21,28,0,0,0,5,1991-04-27,0,4,1991-04-20,4,34,0.278688524590164
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",28,35,0,0,0,6,1991-05-04,0,5,1991-04-27,5,41,0.336065573770492
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",35,42,0,0,0,7,1991-05-11,0,6,1991-05-04,6,48,0.39344262295082
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",42,49,0,0,0,8,1991-05-18,0,7,1991-05-11,7,55,0.450819672131148
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",49,56,0,0,0,9,1991-05-25,0,8,1991-05-18,8,62,0.508196721311475
1991,"1991-05-29","1991-05-29","91-102",1991-03-30,4,NA,"7130",NA,"7117",NA,1991-03-26,0.262955032119914,2,0.3,1,0.232833952,3,0.3,0.251533742331288,"t",56,60,0,0,0,10,1991-05-29,0,9,1991-05-22,9,66,0.540983606557377
1991,"1991-06-06","1991-04-17","91-373",1991-04-07,6,NA,NA,NA,"7135",NA,1991-04-01,0.26338329764454,3,0.3,1,0.325218469,3,0.3,0.288343558282209,"f",0,7,0,0,0,2,1991-04-14,0,1,1991-04-07,1,21,0.172131147540984
1991,"1991-06-06","1991-04-17","91-373",1991-04-07,6,NA,NA,NA,"7135",NA,1991-04-01,0.26338329764454,3,0.3,1,0.325218469,3,0.3,0.288343558282209,"f",7,14,0,1,1,3,1991-04-21,0,2,1991-04-14,2,28,0.229508196721311
