SST,SST_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
28.509101362000003,812.7688604687904,1995,95-210,1995-06-11,8,9,0,0,3,0.097239651
28.509101362000003,812.7688604687904,1995,95-210,1995-06-15,9,10,0,0,3,0.097239651
25.117391875,630.8833746023159,1997,97-106,1997-03-01,1,2,0,0,4,0.414244175
24.160865674,583.7474301170715,1997,97-106,1997-03-08,2,3,0,0,4,0.414244175
25.023232626666665,626.162171088275,1997,97-106,1997-03-15,3,4,0,0,4,0.414244175
25.88830728,670.204453823701,1997,97-106,1997-03-22,4,5,0,1,4,0.414244175
25.88830728,670.204453823701,1997,97-106,1997-03-24,5,6,1,1,4,0.414244175
24.160865674,583.7474301170715,1997,97-484,1997-03-08,1,2,0,0,0,0.640019357
25.023232626666665,626.162171088275,1997,97-484,1997-03-15,2,3,0,1,0,0.640019357
25.88830728,670.204453823701,1997,97-484,1997-03-22,3,4,1,0,0,0.640019357
25.88830728,670.204453823701,1997,97-484,1997-03-29,4,5,1,0,0,0.640019357
25.88830728,670.204453823701,1997,97-484,1997-04-05,5,6,1,0,0,0.640019357
25.88830728,670.204453823701,1997,97-484,1997-04-12,6,7,1,0,0,0.640019357
25.88830728,670.204453823701,1997,97-484,1997-04-19,7,8,1,0,0,0.640019357
25.88830728,670.204453823701,1997,97-484,1997-04-26,8,9,1,0,0,0.640019357
26.142726823333334,683.4421657594322,1997,97-484,1997-04-30,9,10,1,1,0,0.640019357
25.386776336666667,644.4884127679386,1996,96-380,1996-03-16,1,2,0,0,3,0.44155845
25.386776336666667,644.4884127679386,1996,96-380,1996-03-23,2,3,0,0,3,0.44155845
25.386776336666667,644.4884127679386,1996,96-380,1996-03-30,3,4,0,0,3,0.44155845
25.451700448333334,647.7890557116913,1996,96-380,1996-04-06,4,5,0,0,3,0.44155845
25.451700448333334,647.7890557116913,1996,96-380,1996-04-13,5,6,0,0,3,0.44155845
25.451700448333334,647.7890557116913,1996,96-380,1996-04-20,6,7,0,0,3,0.44155845
25.92250583,671.9763085063839,1996,96-380,1996-04-27,7,8,0,0,3,0.44155845
27.241154251666668,742.080484963097,1996,96-380,1996-05-04,8,9,0,0,3,0.44155845
29.064321754,844.7347990200377,1996,96-380,1996-05-08,9,10,0,0,3,0.44155845
25.40272533,645.2984541914236,2004,04-327,2004-03-20,1,2,0,0,3,0.2675855
26.241843874,688.6343699073914,2004,04-327,2004-03-27,2,3,0,0,3,0.2675855
26.241843874,688.6343699073914,2004,04-327,2004-04-03,3,4,0,0,3,0.2675855
26.241843874,688.6343699073914,2004,04-327,2004-04-10,4,5,0,0,3,0.2675855
26.241843874,688.6343699073914,2004,04-327,2004-04-17,5,6,0,0,3,0.2675855
26.241843874,688.6343699073914,2004,04-327,2004-04-24,6,7,0,0,3,0.2675855
26.785165642,717.4450984693772,2004,04-327,2004-05-01,7,8,0,0,3,0.2675855
26.978206433333334,727.823622359548,2004,04-327,2004-05-08,8,9,0,0,3,0.2675855
26.978206433333334,727.823622359548,2004,04-327,2004-05-12,9,10,0,0,3,0.2675855
26.181156645999998,685.4529633223899,1998,98-409,1998-03-17,1,2,0,0,3,0.398625433
26.181156645999998,685.4529633223899,1998,98-409,1998-03-24,2,3,0,0,3,0.398625433
26.053721445,678.7964011336529,1998,98-409,1998-03-31,3,4,0,0,3,0.398625433
24.9790933,623.9551020901048,1998,98-409,1998-04-07,4,5,0,0,3,0.398625433
25.159192514,632.9849679565136,1998,98-409,1998-04-14,5,6,0,0,3,0.398625433
25.159192514,632.9849679565136,1998,98-409,1998-04-21,6,7,0,0,3,0.398625433
25.322377566,641.2228055950601,1998,98-409,1998-04-28,7,8,0,0,3,0.398625433
25.322377566,641.2228055950601,1998,98-409,1998-05-05,8,9,0,0,3,0.398625433
26.055889215,678.9093627843533,1998,98-409,1998-05-09,9,10,0,0,3,0.398625433
24.975085036666666,623.7548725887312,1993,93-009,1993-04-12,1,2,0,0,3,0.317593783
24.975085036666666,623.7548725887312,1993,93-009,1993-04-19,2,3,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-009,1993-04-25,3,4,0,1,3,0.317593783
26.954669055,726.5541838645746,1994,94-1083,1994-05-12,1,2,0,0,6,0.69461447
27.281545703333332,744.2827359630654,1994,94-1083,1994-05-19,2,3,0,0,6,0.69461447
27.281545703333332,744.2827359630654,1994,94-1083,1994-05-26,3,4,0,0,6,0.69461447
27.743624282,769.70868830078,1994,94-1083,1994-06-02,4,5,0,0,6,0.69461447
28.255112832,798.351401149051,1994,94-1083,1994-06-09,5,6,0,0,6,0.69461447
28.830603248,831.2036836435881,1994,94-1083,1994-06-16,6,7,0,0,6,0.69461447
29.193456246,852.2578875871164,1994,94-1083,1994-06-23,7,8,0,0,6,0.69461447
29.7169744075,883.09856793601,1994,94-1083,1994-06-30,8,9,0,0,6,0.69461447
29.7169744075,883.09856793601,1994,94-1083,1994-07-04,9,10,0,0,6,0.69461447
26.181156645999998,685.4529633223899,1998,98-031,1998-03-19,1,2,0,0,3,0.424742281
26.053721445,678.7964011336529,1998,98-031,1998-03-26,2,3,0,0,3,0.424742281
24.9790933,623.9551020901048,1998,98-031,1998-04-02,3,4,0,0,3,0.424742281
25.159192514,632.9849679565136,1998,98-031,1998-04-09,4,5,0,0,3,0.424742281
25.159192514,632.9849679565136,1998,98-031,1998-04-16,5,6,0,0,3,0.424742281
25.322377566,641.2228055950601,1998,98-031,1998-04-23,6,7,0,0,3,0.424742281
25.322377566,641.2228055950601,1998,98-031,1998-04-30,7,8,0,0,3,0.424742281
26.055889215,678.9093627843533,1998,98-031,1998-05-07,8,9,0,0,3,0.424742281
26.055889215,678.9093627843533,1998,98-031,1998-05-11,9,10,0,0,3,0.424742281
25.283767545,639.2689012695953,2001,01-292,2001-03-05,1,2,0,1,3,0.2882284
25.283767545,639.2689012695953,2001,01-292,2001-03-12,2,3,1,0,3,0.2882284
23.3440436625,544.9443745167064,2001,01-292,2001-03-19,3,4,1,0,3,0.2882284
23.3167854275,543.6724826720764,2001,01-292,2001-03-26,4,5,1,0,3,0.2882284
24.176576722500002,584.5068620189289,2001,01-292,2001-04-02,5,6,1,0,3,0.2882284
24.176576722500002,584.5068620189289,2001,01-292,2001-04-09,6,7,1,0,3,0.2882284
26.29386626166667,691.3674029864127,2001,01-292,2001-04-16,7,8,1,0,3,0.2882284
26.29386626166667,691.3674029864127,2001,01-292,2001-04-23,8,9,1,0,3,0.2882284
26.29386626166667,691.3674029864127,2001,01-292,2001-04-27,9,10,1,1,3,0.2882284
25.55781065,653.2016852212535,1995,95-066,1995-04-14,1,2,0,0,3,0.037013803
25.55781065,653.2016852212535,1995,95-066,1995-04-21,2,3,0,0,3,0.037013803
25.066418002,628.3253114509896,1995,95-066,1995-04-28,3,4,0,0,3,0.037013803
25.959053318,673.8724491667667,1995,95-066,1995-05-05,4,5,0,0,3,0.037013803
26.014233394,676.7403390775048,1995,95-066,1995-05-12,5,6,0,0,3,0.037013803
26.014233394,676.7403390775048,1995,95-066,1995-05-19,6,7,0,0,3,0.037013803
27.185131164285714,739.0313564194183,1995,95-066,1995-05-26,7,8,0,0,3,0.037013803
28.060672292,787.4013294790165,1995,95-066,1995-06-02,8,9,0,0,3,0.037013803
28.060672292,787.4013294790165,1995,95-066,1995-06-06,9,10,0,0,3,0.037013803
25.386776336666667,644.4884127679386,1996,96-153,1996-03-15,1,2,0,0,3,0.417945683
25.386776336666667,644.4884127679386,1996,96-153,1996-03-22,2,3,0,0,3,0.417945683
25.386776336666667,644.4884127679386,1996,96-153,1996-03-29,3,4,0,0,3,0.417945683
25.451700448333334,647.7890557116913,1996,96-153,1996-04-05,4,5,0,0,3,0.417945683
25.451700448333334,647.7890557116913,1996,96-153,1996-04-12,5,6,0,0,3,0.417945683
25.451700448333334,647.7890557116913,1996,96-153,1996-04-19,6,7,0,0,3,0.417945683
25.92250583,671.9763085063839,1996,96-153,1996-04-26,7,8,0,0,3,0.417945683
27.241154251666668,742.080484963097,1996,96-153,1996-05-03,8,9,0,0,3,0.417945683
29.064321754,844.7347990200377,1996,96-153,1996-05-07,9,10,0,0,3,0.417945683
24.160865674,583.7474301170715,1997,97-124,1997-03-09,1,2,0,0,4,0.601259708
25.023232626666665,626.162171088275,1997,97-124,1997-03-16,2,3,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-124,1997-03-23,3,4,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-124,1997-03-30,4,5,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-124,1997-04-06,5,6,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-124,1997-04-13,6,7,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-124,1997-04-20,7,8,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-124,1997-04-27,8,9,0,0,4,0.601259708
26.142726823333334,683.4421657594322,1997,97-124,1997-05-01,9,10,0,0,4,0.601259708
24.314092284,591.1750835948684,1999,99-258,1999-03-18,1,2,0,0,3,0.6902494
24.314092284,591.1750835948684,1999,99-258,1999-03-25,2,3,0,0,3,0.6902494
24.314092284,591.1750835948684,1999,99-258,1999-04-01,3,4,0,0,3,0.6902494
24.314092284,591.1750835948684,1999,99-258,1999-04-08,4,5,0,0,3,0.6902494
24.314092284,591.1750835948684,1999,99-258,1999-04-13,5,6,0,1,3,0.6902494
25.451700448333334,647.7890557116913,1996,96-772,1996-04-20,1,2,0,0,3,0.643447459
25.92250583,671.9763085063839,1996,96-772,1996-04-27,2,3,0,0,3,0.643447459
27.241154251666668,742.080484963097,1996,96-772,1996-05-04,3,4,0,0,3,0.643447459
29.064321754,844.7347990200377,1996,96-772,1996-05-11,4,5,0,0,3,0.643447459
29.064321754,844.7347990200377,1996,96-772,1996-05-18,5,6,0,0,3,0.643447459
29.064321754,844.7347990200377,1996,96-772,1996-05-25,6,7,0,0,3,0.643447459
29.064321754,844.7347990200377,1996,96-772,1996-06-01,7,8,0,0,3,0.643447459
29.064321754,844.7347990200377,1996,96-772,1996-06-08,8,9,0,0,3,0.643447459
29.734119475,884.1178609535742,1996,96-772,1996-06-12,9,10,0,0,3,0.643447459
26.037363636666665,677.9443051480115,1994,94-1014,1994-05-03,1,2,0,0,1,0.589351296
26.954669055,726.5541838645746,1994,94-1014,1994-05-10,2,3,0,0,1,0.589351296
27.281545703333332,744.2827359630654,1994,94-1014,1994-05-17,3,4,0,0,1,0.589351296
27.281545703333332,744.2827359630654,1994,94-1014,1994-05-24,4,5,0,0,1,0.589351296
27.743624282,769.70868830078,1994,94-1014,1994-05-31,5,6,0,0,1,0.589351296
28.255112832,798.351401149051,1994,94-1014,1994-06-07,6,7,0,0,1,0.589351296
28.830603248,831.2036836435881,1994,94-1014,1994-06-14,7,8,0,0,1,0.589351296
29.193456246,852.2578875871164,1994,94-1014,1994-06-21,8,9,0,0,1,0.589351296
29.7169744075,883.09856793601,1994,94-1014,1994-06-25,9,10,0,0,1,0.589351296
25.283767545,639.2689012695953,2001,01-179,2001-03-14,1,2,0,0,3,0.3011341
23.3440436625,544.9443745167064,2001,01-179,2001-03-21,2,3,0,0,3,0.3011341
23.3167854275,543.6724826720764,2001,01-179,2001-03-28,3,4,0,0,3,0.3011341
24.176576722500002,584.5068620189289,2001,01-179,2001-04-04,4,5,0,0,3,0.3011341
24.176576722500002,584.5068620189289,2001,01-179,2001-04-11,5,6,0,0,3,0.3011341
26.29386626166667,691.3674029864127,2001,01-179,2001-04-18,6,7,0,0,3,0.3011341
26.29386626166667,691.3674029864127,2001,01-179,2001-04-25,7,8,0,0,3,0.3011341
26.486842173660715,701.5528083324119,2001,01-179,2001-05-02,8,9,0,0,3,0.3011341
26.486842173660715,701.5528083324119,2001,01-179,2001-05-06,9,10,0,0,3,0.3011341
24.975085036666666,623.7548725887312,1993,93-065,1993-04-09,1,2,0,0,3,0.277490288
24.975085036666666,623.7548725887312,1993,93-065,1993-04-16,2,3,0,0,3,0.277490288
26.1051899125,681.4809403676917,1993,93-065,1993-04-23,3,4,0,0,3,0.277490288
26.1051899125,681.4809403676917,1993,93-065,1993-04-30,4,5,0,0,3,0.277490288
26.1051899125,681.4809403676917,1993,93-065,1993-05-07,5,6,0,0,3,0.277490288
26.1051899125,681.4809403676917,1993,93-065,1993-05-14,6,7,0,0,3,0.277490288
26.1051899125,681.4809403676917,1993,93-065,1993-05-21,7,8,0,0,3,0.277490288
27.255860834,742.8819498023752,1993,93-065,1993-05-28,8,9,0,0,3,0.277490288
27.255860834,742.8819498023752,1993,93-065,1993-06-01,9,10,0,0,3,0.277490288
24.9721982175,623.6106838141102,2000,00-648,2000-03-08,1,2,0,0,6,0.6467153
24.9721982175,623.6106838141102,2000,00-648,2000-03-15,2,3,0,0,6,0.6467153
24.9721982175,623.6106838141102,2000,00-648,2000-03-22,3,4,0,0,6,0.6467153
24.9721982175,623.6106838141102,2000,00-648,2000-03-29,4,5,0,0,6,0.6467153
24.9721982175,623.6106838141102,2000,00-648,2000-04-05,5,6,0,0,6,0.6467153
24.9721982175,623.6106838141102,2000,00-648,2000-04-12,6,7,0,1,6,0.6467153
24.396249440000002,595.1769867387004,2000,00-648,2000-04-19,7,8,1,0,6,0.6467153
26.596318483333334,707.3641568668984,2000,00-648,2000-04-26,8,9,1,0,6,0.6467153
27.388159983999998,750.1113073091788,2000,00-648,2000-04-30,9,10,1,1,6,0.6467153
24.160865674,583.7474301170715,1997,97-331,1997-03-09,1,2,0,0,4,0.601259708
25.023232626666665,626.162171088275,1997,97-331,1997-03-16,2,3,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-331,1997-03-23,3,4,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-331,1997-03-30,4,5,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-331,1997-04-06,5,6,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-331,1997-04-13,6,7,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-331,1997-04-20,7,8,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-331,1997-04-27,8,9,0,0,4,0.601259708
26.142726823333334,683.4421657594322,1997,97-331,1997-05-01,9,10,0,0,4,0.601259708
25.88830728,670.204453823701,1997,97-1038,1997-04-28,1,2,0,0,0,0.802325606
26.142726823333334,683.4421657594322,1997,97-1038,1997-05-05,2,3,0,0,0,0.802325606
28.1033140375,789.7962598903445,1997,97-1038,1997-05-12,3,4,0,0,0,0.802325606
28.771563822,827.8028847634193,1997,97-1038,1997-05-19,4,5,0,0,0,0.802325606
29.1313283625,848.6342921637969,1997,97-1038,1997-05-26,5,6,0,0,0,0.802325606
29.592964921666667,875.7435728549939,1997,97-1038,1997-06-02,6,7,0,0,0,0.802325606
29.592964921666667,875.7435728549939,1997,97-1038,1997-06-09,7,8,0,0,0,0.802325606
29.592964921666667,875.7435728549939,1997,97-1038,1997-06-16,8,9,0,0,0,0.802325606
29.592964921666667,875.7435728549939,1997,97-1038,1997-06-20,9,10,0,0,0,0.802325606
24.975085036666666,623.7548725887312,1993,93-177,1993-04-12,1,2,0,0,3,0.317593783
24.975085036666666,623.7548725887312,1993,93-177,1993-04-19,2,3,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-177,1993-04-26,3,4,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-177,1993-05-03,4,5,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-177,1993-05-10,5,6,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-177,1993-05-17,6,7,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-177,1993-05-24,7,8,0,0,3,0.317593783
27.255860834,742.8819498023752,1993,93-177,1993-05-31,8,9,0,0,3,0.317593783
27.8123753575,773.5282230264731,1993,93-177,1993-06-04,9,10,0,0,3,0.317593783
24.975085036666666,623.7548725887312,1993,93-157,1993-04-09,1,2,0,0,6,0.248382926
24.975085036666666,623.7548725887312,1993,93-157,1993-04-16,2,3,0,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-157,1993-04-23,3,4,0,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-157,1993-04-30,4,5,0,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-157,1993-05-07,5,6,0,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-157,1993-05-14,6,7,0,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-157,1993-05-21,7,8,0,0,6,0.248382926
27.255860834,742.8819498023752,1993,93-157,1993-05-28,8,9,0,0,6,0.248382926
27.255860834,742.8819498023752,1993,93-157,1993-06-01,9,10,0,0,6,0.248382926
24.975085036666666,623.7548725887312,1993,93-282,1993-04-15,1,2,0,0,6,0.317593783
24.975085036666666,623.7548725887312,1993,93-282,1993-04-22,2,3,0,1,6,0.317593783
26.1051899125,681.4809403676917,1993,93-282,1993-04-29,3,4,1,0,6,0.317593783
26.1051899125,681.4809403676917,1993,93-282,1993-05-06,4,5,1,0,6,0.317593783
26.1051899125,681.4809403676917,1993,93-282,1993-05-13,5,6,1,0,6,0.317593783
26.1051899125,681.4809403676917,1993,93-282,1993-05-20,6,7,1,0,6,0.317593783
26.1051899125,681.4809403676917,1993,93-282,1993-05-27,7,8,1,0,6,0.317593783
27.255860834,742.8819498023752,1993,93-282,1993-06-03,8,9,1,0,6,0.317593783
27.8123753575,773.5282230264731,1993,93-282,1993-06-07,9,10,1,1,6,0.317593783
26.037363636666665,677.9443051480115,1994,94-1041,1994-05-06,1,2,0,0,6,0.615055084
26.954669055,726.5541838645746,1994,94-1041,1994-05-13,2,3,0,0,6,0.615055084
27.281545703333332,744.2827359630654,1994,94-1041,1994-05-20,3,4,0,0,6,0.615055084
27.281545703333332,744.2827359630654,1994,94-1041,1994-05-27,4,5,0,0,6,0.615055084
27.743624282,769.70868830078,1994,94-1041,1994-06-03,5,6,0,0,6,0.615055084
28.255112832,798.351401149051,1994,94-1041,1994-06-10,6,7,0,0,6,0.615055084
28.830603248,831.2036836435881,1994,94-1041,1994-06-17,7,8,0,0,6,0.615055084
29.193456246,852.2578875871164,1994,94-1041,1994-06-24,8,9,0,0,6,0.615055084
29.7169744075,883.09856793601,1994,94-1041,1994-06-28,9,10,0,0,6,0.615055084
24.975085036666666,623.7548725887312,1993,93-091,1993-03-22,1,2,0,0,4,0.076972835
24.975085036666666,623.7548725887312,1993,93-091,1993-03-29,2,3,0,0,4,0.076972835
24.975085036666666,623.7548725887312,1993,93-091,1993-04-05,3,4,0,1,4,0.076972835
24.975085036666666,623.7548725887312,1993,93-091,1993-04-12,4,5,1,0,4,0.076972835
24.975085036666666,623.7548725887312,1993,93-091,1993-04-19,5,6,1,0,4,0.076972835
26.1051899125,681.4809403676917,1993,93-091,1993-04-26,6,7,1,0,4,0.076972835
26.1051899125,681.4809403676917,1993,93-091,1993-05-03,7,8,1,0,4,0.076972835
26.1051899125,681.4809403676917,1993,93-091,1993-05-10,8,9,1,0,4,0.076972835
26.1051899125,681.4809403676917,1993,93-091,1993-05-14,9,10,1,1,4,0.076972835
24.975085036666666,623.7548725887312,1993,93-108,1993-04-12,1,2,0,0,3,0.317593783
24.975085036666666,623.7548725887312,1993,93-108,1993-04-19,2,3,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-108,1993-04-26,3,4,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-108,1993-05-03,4,5,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-108,1993-05-10,5,6,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-108,1993-05-17,6,7,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-108,1993-05-24,7,8,0,0,3,0.317593783
27.255860834,742.8819498023752,1993,93-108,1993-05-31,8,9,0,0,3,0.317593783
27.8123753575,773.5282230264731,1993,93-108,1993-06-04,9,10,0,0,3,0.317593783
29.256092413333334,855.9189432975003,2000,00-1193,2000-05-27,1,2,0,0,5,0.8861314
29.475122594000002,868.7828519313294,2000,00-1193,2000-06-03,2,3,0,1,5,0.8861314
29.475122594000002,868.7828519313294,2000,00-1193,2000-06-08,3,4,1,1,5,0.8861314
26.241843874,688.6343699073914,2004,04-157,2004-03-25,1,2,0,0,6,0.3246198
26.241843874,688.6343699073914,2004,04-157,2004-04-01,2,3,0,0,6,0.3246198
26.241843874,688.6343699073914,2004,04-157,2004-04-08,3,4,0,1,6,0.3246198
26.241843874,688.6343699073914,2004,04-157,2004-04-15,4,5,1,0,6,0.3246198
26.241843874,688.6343699073914,2004,04-157,2004-04-22,5,6,1,0,6,0.3246198
26.785165642,717.4450984693772,2004,04-157,2004-04-29,6,7,1,0,6,0.3246198
26.978206433333334,727.823622359548,2004,04-157,2004-05-06,7,8,1,0,6,0.3246198
26.978206433333334,727.823622359548,2004,04-157,2004-05-13,8,9,1,0,6,0.3246198
26.978206433333334,727.823622359548,2004,04-157,2004-05-17,9,10,1,1,6,0.3246198
24.975085036666666,623.7548725887312,1993,93-455,1993-04-12,1,2,0,0,3,0.317593783
24.975085036666666,623.7548725887312,1993,93-455,1993-04-19,2,3,0,1,3,0.317593783
26.1051899125,681.4809403676917,1993,93-455,1993-04-26,3,4,1,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-455,1993-05-03,4,5,1,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-455,1993-05-10,5,6,1,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-455,1993-05-17,6,7,1,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-455,1993-05-24,7,8,1,0,3,0.317593783
27.255860834,742.8819498023752,1993,93-455,1993-05-31,8,9,1,0,3,0.317593783
27.8123753575,773.5282230264731,1993,93-455,1993-06-04,9,10,1,1,3,0.317593783
24.975085036666666,623.7548725887312,1993,93-312,1993-03-25,1,2,0,0,3,0.134540752
24.975085036666666,623.7548725887312,1993,93-312,1993-04-01,2,3,0,0,3,0.134540752
24.975085036666666,623.7548725887312,1993,93-312,1993-04-08,3,4,0,0,3,0.134540752
24.975085036666666,623.7548725887312,1993,93-312,1993-04-15,4,5,0,0,3,0.134540752
24.975085036666666,623.7548725887312,1993,93-312,1993-04-22,5,6,0,0,3,0.134540752
26.1051899125,681.4809403676917,1993,93-312,1993-04-29,6,7,0,0,3,0.134540752
26.1051899125,681.4809403676917,1993,93-312,1993-05-06,7,8,0,0,3,0.134540752
26.1051899125,681.4809403676917,1993,93-312,1993-05-13,8,9,0,0,3,0.134540752
26.1051899125,681.4809403676917,1993,93-312,1993-05-17,9,10,0,0,3,0.134540752
25.451700448333334,647.7890557116913,1996,96-518,1996-04-21,1,2,0,0,3,0.624557257
25.92250583,671.9763085063839,1996,96-518,1996-04-28,2,3,0,0,3,0.624557257
27.241154251666668,742.080484963097,1996,96-518,1996-05-05,3,4,0,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-518,1996-05-12,4,5,0,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-518,1996-05-19,5,6,0,1,3,0.624557257
29.064321754,844.7347990200377,1996,96-518,1996-05-26,6,7,1,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-518,1996-06-01,7,8,1,1,3,0.624557257
24.975085036666666,623.7548725887312,1993,93-383,1993-04-12,1,2,0,0,3,0.317593783
24.975085036666666,623.7548725887312,1993,93-383,1993-04-19,2,3,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-383,1993-04-26,3,4,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-383,1993-05-03,4,5,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-383,1993-05-10,5,6,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-383,1993-05-17,6,7,0,0,3,0.317593783
26.1051899125,681.4809403676917,1993,93-383,1993-05-24,7,8,0,0,3,0.317593783
27.255860834,742.8819498023752,1993,93-383,1993-05-31,8,9,0,0,3,0.317593783
27.8123753575,773.5282230264731,1993,93-383,1993-06-04,9,10,0,0,3,0.317593783
27.185131164285714,739.0313564194183,1995,95-338,1995-05-21,1,2,0,0,6,0.222710162
28.060672292,787.4013294790165,1995,95-338,1995-05-28,2,3,0,0,6,0.222710162
28.060672292,787.4013294790165,1995,95-338,1995-06-04,3,4,0,0,6,0.222710162
28.509101362000003,812.7688604687904,1995,95-338,1995-06-11,4,5,0,0,6,0.222710162
28.749597215,826.5393400247358,1995,95-338,1995-06-18,5,6,0,0,6,0.222710162
28.749597215,826.5393400247358,1995,95-338,1995-06-25,6,7,0,0,6,0.222710162
29.9019586,894.127128116114,1995,95-338,1995-07-02,7,8,0,0,6,0.222710162
30.9476716,957.7583774614466,1995,95-338,1995-07-09,8,9,0,0,6,0.222710162
30.9476716,957.7583774614466,1995,95-338,1995-07-13,9,10,0,0,6,0.222710162
26.037363636666665,677.9443051480115,1994,94-645,1994-05-01,1,2,0,0,6,0.505507946
26.954669055,726.5541838645746,1994,94-645,1994-05-08,2,3,0,0,6,0.505507946
27.281545703333332,744.2827359630654,1994,94-645,1994-05-15,3,4,0,0,6,0.505507946
27.281545703333332,744.2827359630654,1994,94-645,1994-05-22,4,5,0,0,6,0.505507946
27.743624282,769.70868830078,1994,94-645,1994-05-29,5,6,0,0,6,0.505507946
28.255112832,798.351401149051,1994,94-645,1994-06-05,6,7,0,0,6,0.505507946
28.830603248,831.2036836435881,1994,94-645,1994-06-12,7,8,0,0,6,0.505507946
29.193456246,852.2578875871164,1994,94-645,1994-06-19,8,9,0,0,6,0.505507946
29.193456246,852.2578875871164,1994,94-645,1994-06-23,9,10,0,0,6,0.505507946
25.117391875,630.8833746023159,1997,97-637,1997-03-03,1,2,0,0,4,0.466569781
24.160865674,583.7474301170715,1997,97-637,1997-03-10,2,3,0,0,4,0.466569781
25.023232626666665,626.162171088275,1997,97-637,1997-03-17,3,4,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-637,1997-03-24,4,5,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-637,1997-03-31,5,6,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-637,1997-04-07,6,7,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-637,1997-04-14,7,8,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-637,1997-04-21,8,9,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-637,1997-04-25,9,10,0,0,4,0.466569781
26.954669055,726.5541838645746,1994,94-1113,1994-05-10,1,2,0,0,6,0.670134664
27.281545703333332,744.2827359630654,1994,94-1113,1994-05-17,2,3,0,0,6,0.670134664
27.281545703333332,744.2827359630654,1994,94-1113,1994-05-24,3,4,0,0,6,0.670134664
27.743624282,769.70868830078,1994,94-1113,1994-05-31,4,5,0,0,6,0.670134664
28.255112832,798.351401149051,1994,94-1113,1994-06-07,5,6,0,1,6,0.670134664
28.830603248,831.2036836435881,1994,94-1113,1994-06-14,6,7,1,0,6,0.670134664
29.193456246,852.2578875871164,1994,94-1113,1994-06-21,7,8,1,0,6,0.670134664
29.7169744075,883.09856793601,1994,94-1113,1994-06-28,8,9,1,0,6,0.670134664
29.7169744075,883.09856793601,1994,94-1113,1994-07-02,9,10,1,1,6,0.670134664
26.181156645999998,685.4529633223899,1998,98-393,1998-03-20,1,2,0,0,6,0.398625433
26.053721445,678.7964011336529,1998,98-393,1998-03-27,2,3,0,1,6,0.398625433
24.9790933,623.9551020901048,1998,98-393,1998-04-03,3,4,1,0,6,0.398625433
25.159192514,632.9849679565136,1998,98-393,1998-04-10,4,5,1,0,6,0.398625433
25.159192514,632.9849679565136,1998,98-393,1998-04-17,5,6,1,0,6,0.398625433
25.322377566,641.2228055950601,1998,98-393,1998-04-24,6,7,1,0,6,0.398625433
