SST,SST_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
27.216056892,740.7137527485808,1991,91-743,1991-05-29,1,2,0,0,7,0.672908843
27.820563008,773.9837260820981,1991,91-743,1991-06-05,2,3,0,1,7,0.672908843
28.653069895,820.9984144077554,1991,91-743,1991-06-12,3,4,1,0,7,0.672908843
29.56005563,873.7968888486947,1991,91-743,1991-06-19,4,5,1,0,7,0.672908843
29.56005563,873.7968888486947,1991,91-743,1991-06-26,5,6,1,0,7,0.672908843
29.56005563,873.7968888486947,1991,91-743,1991-07-03,6,7,1,0,7,0.672908843
29.56005563,873.7968888486947,1991,91-743,1991-07-10,7,8,1,0,7,0.672908843
31.400410523999998,985.9857810757298,1991,91-743,1991-07-17,8,9,1,0,7,0.672908843
31.400410523999998,985.9857810757298,1991,91-743,1991-07-21,9,10,1,1,7,0.672908843
25.242291528,637.1732815845405,1990,90-103,1990-03-20,1,2,0,0,5,0.142121524
25.9767297,674.790485906862,1990,90-103,1990-03-27,2,3,0,1,5,0.142121524
25.9767297,674.790485906862,1990,90-103,1990-03-31,3,4,1,1,5,0.142121524
28.127614106666666,791.1626753335536,1990,90-183,1990-04-20,1,2,0,0,5,0.358393401
28.127614106666666,791.1626753335536,1990,90-183,1990-04-27,2,3,0,0,5,0.358393401
28.127614106666666,791.1626753335536,1990,90-183,1990-05-04,3,4,0,0,5,0.358393401
28.127614106666666,791.1626753335536,1990,90-183,1990-05-11,4,5,0,0,5,0.358393401
28.978986332,839.781648830243,1990,90-183,1990-05-18,5,6,0,0,5,0.358393401
29.363552102,862.2181920468686,1990,90-183,1990-05-25,6,7,0,1,5,0.358393401
29.363552102,862.2181920468686,1990,90-183,1990-06-01,7,8,1,0,5,0.358393401
30.590216116,935.7613220235861,1990,90-183,1990-06-08,8,9,1,0,5,0.358393401
30.645983838,939.1763253989571,1990,90-183,1990-06-12,9,10,1,1,5,0.358393401
25.242291528,637.1732815845405,1990,90-106,1990-03-24,1,2,0,0,4,0.177136973
25.9767297,674.790485906862,1990,90-106,1990-03-31,2,3,0,0,4,0.177136973
25.9767297,674.790485906862,1990,90-106,1990-04-07,3,4,0,0,4,0.177136973
26.5267930125,703.6707475280189,1990,90-106,1990-04-14,4,5,0,0,4,0.177136973
28.127614106666666,791.1626753335536,1990,90-106,1990-04-21,5,6,0,1,4,0.177136973
28.127614106666666,791.1626753335536,1990,90-106,1990-04-28,6,7,1,0,4,0.177136973
28.127614106666666,791.1626753335536,1990,90-106,1990-05-05,7,8,1,0,4,0.177136973
28.127614106666666,791.1626753335536,1990,90-106,1990-05-12,8,9,1,0,4,0.177136973
28.978986332,839.781648830243,1990,90-106,1990-05-16,9,10,1,1,4,0.177136973
24.74698115,612.4130760384553,1991,91-009,1991-04-04,1,2,0,0,2,0.232833952
24.74698115,612.4130760384553,1991,91-009,1991-04-11,2,3,0,0,2,0.232833952
24.9304461675,621.5271461106155,1991,91-009,1991-04-18,3,4,0,0,2,0.232833952
25.750909802,663.1093556307396,1991,91-009,1991-04-25,4,5,0,0,2,0.232833952
26.262714446666667,689.7301701071541,1991,91-009,1991-05-02,5,6,0,0,2,0.232833952
26.79219812,717.8218801013314,1991,91-009,1991-05-09,6,7,0,0,2,0.232833952
26.968885971666666,727.3208105527591,1991,91-009,1991-05-16,7,8,0,0,2,0.232833952
26.968885971666666,727.3208105527591,1991,91-009,1991-05-23,8,9,0,0,2,0.232833952
26.968885971666666,727.3208105527591,1991,91-009,1991-05-27,9,10,0,0,2,0.232833952
26.014233394,676.7403390775048,1995,95-082,1995-05-17,1,2,0,0,3,0.202007532
27.185131164285714,739.0313564194183,1995,95-082,1995-05-24,2,3,0,0,3,0.202007532
28.060672292,787.4013294790165,1995,95-082,1995-05-31,3,4,0,0,3,0.202007532
28.060672292,787.4013294790165,1995,95-082,1995-06-07,4,5,0,0,3,0.202007532
28.509101362000003,812.7688604687904,1995,95-082,1995-06-14,5,6,0,0,3,0.202007532
28.749597215,826.5393400247358,1995,95-082,1995-06-21,6,7,0,0,3,0.202007532
28.749597215,826.5393400247358,1995,95-082,1995-06-28,7,8,0,0,3,0.202007532
29.9019586,894.127128116114,1995,95-082,1995-07-05,8,9,0,0,3,0.202007532
30.9476716,957.7583774614466,1995,95-082,1995-07-09,9,10,0,0,3,0.202007532
25.9767297,674.790485906862,1990,90-256,1990-04-07,1,2,0,1,4,0.309989691
26.5267930125,703.6707475280189,1990,90-256,1990-04-13,2,3,1,1,4,0.309989691
27.743624282,769.70868830078,1994,94-1433,1994-06-01,1,2,0,0,4,0.872705042
28.255112832,798.351401149051,1994,94-1433,1994-06-08,2,3,0,1,4,0.872705042
28.255112832,798.351401149051,1994,94-1433,1994-06-09,3,4,1,1,4,0.872705042
24.9304461675,621.5271461106155,1991,91-459,1991-04-16,1,2,0,0,6,0.348938823
25.750909802,663.1093556307396,1991,91-459,1991-04-23,2,3,0,0,6,0.348938823
26.262714446666667,689.7301701071541,1991,91-459,1991-04-30,3,4,0,0,6,0.348938823
26.79219812,717.8218801013314,1991,91-459,1991-05-07,4,5,0,0,6,0.348938823
26.968885971666666,727.3208105527591,1991,91-459,1991-05-14,5,6,0,0,6,0.348938823
26.968885971666666,727.3208105527591,1991,91-459,1991-05-21,6,7,0,0,6,0.348938823
27.216056892,740.7137527485808,1991,91-459,1991-05-28,7,8,0,0,6,0.348938823
27.820563008,773.9837260820981,1991,91-459,1991-06-04,8,9,0,0,6,0.348938823
27.820563008,773.9837260820981,1991,91-459,1991-06-08,9,10,0,0,6,0.348938823
24.74698115,612.4130760384553,1991,91-102,1991-04-06,1,2,0,0,4,0.232833952
24.74698115,612.4130760384553,1991,91-102,1991-04-13,2,3,0,0,4,0.232833952
24.9304461675,621.5271461106155,1991,91-102,1991-04-20,3,4,0,0,4,0.232833952
25.750909802,663.1093556307396,1991,91-102,1991-04-27,4,5,0,0,4,0.232833952
26.262714446666667,689.7301701071541,1991,91-102,1991-05-04,5,6,0,0,4,0.232833952
26.79219812,717.8218801013314,1991,91-102,1991-05-11,6,7,0,0,4,0.232833952
26.968885971666666,727.3208105527591,1991,91-102,1991-05-18,7,8,0,0,4,0.232833952
26.968885971666666,727.3208105527591,1991,91-102,1991-05-25,8,9,0,0,4,0.232833952
27.216056892,740.7137527485808,1991,91-102,1991-05-29,9,10,0,0,4,0.232833952
24.74698115,612.4130760384553,1991,91-373,1991-04-14,1,2,0,0,6,0.325218469
24.9304461675,621.5271461106155,1991,91-373,1991-04-21,2,3,0,1,6,0.325218469
25.750909802,663.1093556307396,1991,91-373,1991-04-28,3,4,1,0,6,0.325218469
26.262714446666667,689.7301701071541,1991,91-373,1991-05-05,4,5,1,0,6,0.325218469
26.79219812,717.8218801013314,1991,91-373,1991-05-12,5,6,1,0,6,0.325218469
26.968885971666666,727.3208105527591,1991,91-373,1991-05-19,6,7,1,0,6,0.325218469
26.968885971666666,727.3208105527591,1991,91-373,1991-05-26,7,8,1,0,6,0.325218469
27.216056892,740.7137527485808,1991,91-373,1991-06-02,8,9,1,0,6,0.325218469
27.820563008,773.9837260820981,1991,91-373,1991-06-06,9,10,1,1,6,0.325218469
24.74698115,612.4130760384553,1991,91-083,1991-03-29,1,2,0,0,3,0.10674157
24.74698115,612.4130760384553,1991,91-083,1991-04-05,2,3,0,0,3,0.10674157
24.74698115,612.4130760384553,1991,91-083,1991-04-12,3,4,0,0,3,0.10674157
24.9304461675,621.5271461106155,1991,91-083,1991-04-19,4,5,0,0,3,0.10674157
25.750909802,663.1093556307396,1991,91-083,1991-04-26,5,6,0,0,3,0.10674157
26.262714446666667,689.7301701071541,1991,91-083,1991-05-03,6,7,0,0,3,0.10674157
26.79219812,717.8218801013314,1991,91-083,1991-05-10,7,8,0,0,3,0.10674157
26.968885971666666,727.3208105527591,1991,91-083,1991-05-17,8,9,0,0,3,0.10674157
26.968885971666666,727.3208105527591,1991,91-083,1991-05-21,9,10,0,0,3,0.10674157
25.9767297,674.790485906862,1990,90-146,1990-03-31,1,2,0,0,3,0.268795043
25.9767297,674.790485906862,1990,90-146,1990-04-07,2,3,0,0,3,0.268795043
26.5267930125,703.6707475280189,1990,90-146,1990-04-14,3,4,0,0,3,0.268795043
28.127614106666666,791.1626753335536,1990,90-146,1990-04-21,4,5,0,0,3,0.268795043
28.127614106666666,791.1626753335536,1990,90-146,1990-04-28,5,6,0,0,3,0.268795043
28.127614106666666,791.1626753335536,1990,90-146,1990-05-05,6,7,0,0,3,0.268795043
28.127614106666666,791.1626753335536,1990,90-146,1990-05-12,7,8,0,0,3,0.268795043
28.978986332,839.781648830243,1990,90-146,1990-05-19,8,9,0,0,3,0.268795043
29.363552102,862.2181920468686,1990,90-146,1990-05-23,9,10,0,0,3,0.268795043
25.242291528,637.1732815845405,1990,90-035,1990-03-25,1,2,0,0,3,0.216271877
25.9767297,674.790485906862,1990,90-035,1990-04-01,2,3,0,0,3,0.216271877
25.9767297,674.790485906862,1990,90-035,1990-04-08,3,4,0,0,3,0.216271877
26.5267930125,703.6707475280189,1990,90-035,1990-04-15,4,5,0,1,3,0.216271877
28.127614106666666,791.1626753335536,1990,90-035,1990-04-22,5,6,1,0,3,0.216271877
28.127614106666666,791.1626753335536,1990,90-035,1990-04-29,6,7,1,0,3,0.216271877
28.127614106666666,791.1626753335536,1990,90-035,1990-05-06,7,8,1,0,3,0.216271877
28.127614106666666,791.1626753335536,1990,90-035,1990-05-13,8,9,1,0,3,0.216271877
28.978986332,839.781648830243,1990,90-035,1990-05-17,9,10,1,1,3,0.216271877
26.1051899125,681.4809403676917,1993,93-491,1993-04-30,1,2,0,0,4,0.447606713
26.1051899125,681.4809403676917,1993,93-491,1993-05-07,2,3,0,0,4,0.447606713
26.1051899125,681.4809403676917,1993,93-491,1993-05-14,3,4,0,0,4,0.447606713
26.1051899125,681.4809403676917,1993,93-491,1993-05-21,4,5,0,0,4,0.447606713
27.255860834,742.8819498023752,1993,93-491,1993-05-28,5,6,0,0,4,0.447606713
27.8123753575,773.5282230264731,1993,93-491,1993-06-04,6,7,0,0,4,0.447606713
28.781996604,828.4033285126675,1993,93-491,1993-06-11,7,8,0,0,4,0.447606713
28.781996604,828.4033285126675,1993,93-491,1993-06-18,8,9,0,0,4,0.447606713
28.781996604,828.4033285126675,1993,93-491,1993-06-22,9,10,0,0,4,0.447606713
24.74698115,612.4130760384553,1991,91-339,1991-04-06,1,2,0,0,8,0.165418223
24.74698115,612.4130760384553,1991,91-339,1991-04-13,2,3,0,0,8,0.165418223
24.9304461675,621.5271461106155,1991,91-339,1991-04-20,3,4,0,0,8,0.165418223
25.750909802,663.1093556307396,1991,91-339,1991-04-27,4,5,0,0,8,0.165418223
26.262714446666667,689.7301701071541,1991,91-339,1991-05-04,5,6,0,0,8,0.165418223
26.79219812,717.8218801013314,1991,91-339,1991-05-11,6,7,0,0,8,0.165418223
26.968885971666666,727.3208105527591,1991,91-339,1991-05-18,7,8,0,0,8,0.165418223
26.968885971666666,727.3208105527591,1991,91-339,1991-05-25,8,9,0,0,8,0.165418223
27.216056892,740.7137527485808,1991,91-339,1991-05-29,9,10,0,0,8,0.165418223
26.1051899125,681.4809403676917,1993,93-543,1993-05-03,1,2,0,0,3,0.534928858
26.1051899125,681.4809403676917,1993,93-543,1993-05-10,2,3,0,0,3,0.534928858
26.1051899125,681.4809403676917,1993,93-543,1993-05-17,3,4,0,1,3,0.534928858
26.1051899125,681.4809403676917,1993,93-543,1993-05-19,4,5,1,1,3,0.534928858
26.968885971666666,727.3208105527591,1991,91-461,1991-05-16,1,2,0,0,6,0.552434444
26.968885971666666,727.3208105527591,1991,91-461,1991-05-23,2,3,0,1,6,0.552434444
27.216056892,740.7137527485808,1991,91-461,1991-05-30,3,4,1,0,6,0.552434444
27.216056892,740.7137527485808,1991,91-461,1991-05-31,4,5,1,1,6,0.552434444
24.74698115,612.4130760384553,1991,91-046,1991-04-12,1,2,0,0,2,0.348938823
24.9304461675,621.5271461106155,1991,91-046,1991-04-19,2,3,0,0,2,0.348938823
25.750909802,663.1093556307396,1991,91-046,1991-04-26,3,4,0,0,2,0.348938823
26.262714446666667,689.7301701071541,1991,91-046,1991-05-03,4,5,0,0,2,0.348938823
26.79219812,717.8218801013314,1991,91-046,1991-05-10,5,6,0,0,2,0.348938823
26.968885971666666,727.3208105527591,1991,91-046,1991-05-17,6,7,0,0,2,0.348938823
26.968885971666666,727.3208105527591,1991,91-046,1991-05-24,7,8,0,0,2,0.348938823
27.216056892,740.7137527485808,1991,91-046,1991-05-31,8,9,0,0,2,0.348938823
27.820563008,773.9837260820981,1991,91-046,1991-06-04,9,10,0,0,2,0.348938823
26.181156645999998,685.4529633223899,1998,98-272,1998-03-20,1,2,0,0,4,0.424742281
26.053721445,678.7964011336529,1998,98-272,1998-03-27,2,3,0,0,4,0.424742281
24.9790933,623.9551020901048,1998,98-272,1998-04-03,3,4,0,1,4,0.424742281
25.159192514,632.9849679565136,1998,98-272,1998-04-10,4,5,1,0,4,0.424742281
25.159192514,632.9849679565136,1998,98-272,1998-04-17,5,6,1,0,4,0.424742281
25.322377566,641.2228055950601,1998,98-272,1998-04-24,6,7,1,0,4,0.424742281
25.322377566,641.2228055950601,1998,98-272,1998-05-01,7,8,1,0,4,0.424742281
26.055889215,678.9093627843533,1998,98-272,1998-05-08,8,9,1,0,4,0.424742281
26.055889215,678.9093627843533,1998,98-272,1998-05-12,9,10,1,1,4,0.424742281
26.014233394,676.7403390775048,1995,95-145,1995-05-17,1,2,0,0,3,0.202007532
27.185131164285714,739.0313564194183,1995,95-145,1995-05-24,2,3,0,0,3,0.202007532
28.060672292,787.4013294790165,1995,95-145,1995-05-31,3,4,0,0,3,0.202007532
28.060672292,787.4013294790165,1995,95-145,1995-06-07,4,5,0,0,3,0.202007532
28.509101362000003,812.7688604687904,1995,95-145,1995-06-14,5,6,0,0,3,0.202007532
28.749597215,826.5393400247358,1995,95-145,1995-06-21,6,7,0,0,3,0.202007532
28.749597215,826.5393400247358,1995,95-145,1995-06-28,7,8,0,0,3,0.202007532
29.9019586,894.127128116114,1995,95-145,1995-07-05,8,9,0,0,3,0.202007532
30.9476716,957.7583774614466,1995,95-145,1995-07-09,9,10,0,0,3,0.202007532
26.954669055,726.5541838645746,1994,94-1047,1994-05-12,1,2,0,0,3,0.589351296
27.281545703333332,744.2827359630654,1994,94-1047,1994-05-19,2,3,0,0,3,0.589351296
27.281545703333332,744.2827359630654,1994,94-1047,1994-05-26,3,4,0,0,3,0.589351296
27.743624282,769.70868830078,1994,94-1047,1994-06-02,4,5,0,0,3,0.589351296
28.255112832,798.351401149051,1994,94-1047,1994-06-09,5,6,0,0,3,0.589351296
28.830603248,831.2036836435881,1994,94-1047,1994-06-16,6,7,0,0,3,0.589351296
29.193456246,852.2578875871164,1994,94-1047,1994-06-23,7,8,0,0,3,0.589351296
29.7169744075,883.09856793601,1994,94-1047,1994-06-30,8,9,0,0,3,0.589351296
29.7169744075,883.09856793601,1994,94-1047,1994-07-04,9,10,0,0,3,0.589351296
24.975085036666666,623.7548725887312,1993,93-156,1993-04-18,1,2,0,0,3,0.392626137
26.1051899125,681.4809403676917,1993,93-156,1993-04-25,2,3,0,0,3,0.392626137
26.1051899125,681.4809403676917,1993,93-156,1993-05-02,3,4,0,0,3,0.392626137
26.1051899125,681.4809403676917,1993,93-156,1993-05-09,4,5,0,0,3,0.392626137
26.1051899125,681.4809403676917,1993,93-156,1993-05-16,5,6,0,0,3,0.392626137
26.1051899125,681.4809403676917,1993,93-156,1993-05-23,6,7,0,0,3,0.392626137
27.255860834,742.8819498023752,1993,93-156,1993-05-30,7,8,0,0,3,0.392626137
27.8123753575,773.5282230264731,1993,93-156,1993-06-06,8,9,0,0,3,0.392626137
27.8123753575,773.5282230264731,1993,93-156,1993-06-10,9,10,0,0,3,0.392626137
24.82936641,616.4974363220363,1994,94-933,1994-03-31,1,2,0,0,7,0.282741725
24.82936641,616.4974363220363,1994,94-933,1994-04-07,2,3,0,0,7,0.282741725
24.948719336666667,622.4385965397653,1994,94-933,1994-04-14,3,4,0,0,7,0.282741725
24.948719336666667,622.4385965397653,1994,94-933,1994-04-21,4,5,0,0,7,0.282741725
25.859410106666665,668.709091064774,1994,94-933,1994-04-28,5,6,0,0,7,0.282741725
26.037363636666665,677.9443051480115,1994,94-933,1994-05-05,6,7,0,0,7,0.282741725
26.954669055,726.5541838645746,1994,94-933,1994-05-12,7,8,0,0,7,0.282741725
27.281545703333332,744.2827359630654,1994,94-933,1994-05-19,8,9,0,0,7,0.282741725
27.281545703333332,744.2827359630654,1994,94-933,1994-05-23,9,10,0,0,7,0.282741725
25.55781065,653.2016852212535,1995,95-265,1995-04-14,1,2,0,0,3,0.037013803
25.55781065,653.2016852212535,1995,95-265,1995-04-21,2,3,0,0,3,0.037013803
25.066418002,628.3253114509896,1995,95-265,1995-04-28,3,4,0,0,3,0.037013803
25.959053318,673.8724491667667,1995,95-265,1995-05-05,4,5,0,0,3,0.037013803
26.014233394,676.7403390775048,1995,95-265,1995-05-12,5,6,0,0,3,0.037013803
26.014233394,676.7403390775048,1995,95-265,1995-05-19,6,7,0,0,3,0.037013803
27.185131164285714,739.0313564194183,1995,95-265,1995-05-26,7,8,0,0,3,0.037013803
28.060672292,787.4013294790165,1995,95-265,1995-06-02,8,9,0,0,3,0.037013803
28.060672292,787.4013294790165,1995,95-265,1995-06-06,9,10,0,0,3,0.037013803
24.975085036666666,623.7548725887312,1993,93-145,1993-04-09,1,2,0,0,6,0.248382926
24.975085036666666,623.7548725887312,1993,93-145,1993-04-16,2,3,0,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-145,1993-04-23,3,4,0,1,6,0.248382926
26.1051899125,681.4809403676917,1993,93-145,1993-04-30,4,5,1,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-145,1993-05-07,5,6,1,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-145,1993-05-14,6,7,1,0,6,0.248382926
26.1051899125,681.4809403676917,1993,93-145,1993-05-21,7,8,1,0,6,0.248382926
27.255860834,742.8819498023752,1993,93-145,1993-05-28,8,9,1,0,6,0.248382926
27.255860834,742.8819498023752,1993,93-145,1993-06-01,9,10,1,1,6,0.248382926
24.9721982175,623.6106838141102,2000,00-554,2000-03-08,1,2,0,0,3,0.6725061
24.9721982175,623.6106838141102,2000,00-554,2000-03-15,2,3,0,0,3,0.6725061
24.9721982175,623.6106838141102,2000,00-554,2000-03-22,3,4,0,0,3,0.6725061
24.9721982175,623.6106838141102,2000,00-554,2000-03-29,4,5,0,0,3,0.6725061
24.9721982175,623.6106838141102,2000,00-554,2000-04-05,5,6,0,0,3,0.6725061
24.9721982175,623.6106838141102,2000,00-554,2000-04-12,6,7,0,0,3,0.6725061
24.396249440000002,595.1769867387004,2000,00-554,2000-04-19,7,8,0,0,3,0.6725061
26.596318483333334,707.3641568668984,2000,00-554,2000-04-26,8,9,0,0,3,0.6725061
27.388159983999998,750.1113073091788,2000,00-554,2000-04-30,9,10,0,0,3,0.6725061
25.451700448333334,647.7890557116913,1996,96-814,1996-04-21,1,2,0,0,3,0.624557257
25.92250583,671.9763085063839,1996,96-814,1996-04-28,2,3,0,0,3,0.624557257
27.241154251666668,742.080484963097,1996,96-814,1996-05-05,3,4,0,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-814,1996-05-12,4,5,0,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-814,1996-05-19,5,6,0,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-814,1996-05-26,6,7,0,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-814,1996-06-02,7,8,0,0,3,0.624557257
29.064321754,844.7347990200377,1996,96-814,1996-06-09,8,9,0,0,3,0.624557257
29.734119475,884.1178609535742,1996,96-814,1996-06-13,9,10,0,0,3,0.624557257
24.975085036666666,623.7548725887312,1993,93-252,1993-04-06,1,2,0,0,4,0.235446319
24.975085036666666,623.7548725887312,1993,93-252,1993-04-13,2,3,0,1,4,0.235446319
24.975085036666666,623.7548725887312,1993,93-252,1993-04-20,3,4,1,0,4,0.235446319
24.975085036666666,623.7548725887312,1993,93-252,1993-04-21,4,5,1,1,4,0.235446319
24.975085036666666,623.7548725887312,1993,93-124,1993-04-15,1,2,0,0,3,0.358344108
24.975085036666666,623.7548725887312,1993,93-124,1993-04-22,2,3,0,0,3,0.358344108
26.1051899125,681.4809403676917,1993,93-124,1993-04-29,3,4,0,1,3,0.358344108
26.1051899125,681.4809403676917,1993,93-124,1993-05-06,4,5,1,0,3,0.358344108
26.1051899125,681.4809403676917,1993,93-124,1993-05-13,5,6,1,0,3,0.358344108
26.1051899125,681.4809403676917,1993,93-124,1993-05-20,6,7,1,0,3,0.358344108
26.1051899125,681.4809403676917,1993,93-124,1993-05-27,7,8,1,0,3,0.358344108
27.255860834,742.8819498023752,1993,93-124,1993-06-03,8,9,1,0,3,0.358344108
27.8123753575,773.5282230264731,1993,93-124,1993-06-07,9,10,1,1,3,0.358344108
28.157583333333335,792.8494991736112,2001,01-1260,2001-05-19,1,2,0,0,4,0.6632773
28.157583333333335,792.8494991736112,2001,01-1260,2001-05-26,2,3,0,0,4,0.6632773
28.157583333333335,792.8494991736112,2001,01-1260,2001-06-02,3,4,0,0,4,0.6632773
28.157583333333335,792.8494991736112,2001,01-1260,2001-06-09,4,5,0,0,4,0.6632773
28.3692920175,804.8167295741893,2001,01-1260,2001-06-16,5,6,0,0,4,0.6632773
30.07611434,904.5726537927536,2001,01-1260,2001-06-23,6,7,0,0,4,0.6632773
30.17411692,910.4773319018302,2001,01-1260,2001-06-30,7,8,0,0,4,0.6632773
30.42241496,925.5233319984319,2001,01-1260,2001-07-07,8,9,0,0,4,0.6632773
30.42241496,925.5233319984319,2001,01-1260,2001-07-11,9,10,0,0,4,0.6632773
26.014233394,676.7403390775048,1995,95-276,1995-05-20,1,2,0,0,3,0.2446675
27.185131164285714,739.0313564194183,1995,95-276,1995-05-27,2,3,0,1,3,0.2446675
28.060672292,787.4013294790165,1995,95-276,1995-06-03,3,4,1,0,3,0.2446675
28.060672292,787.4013294790165,1995,95-276,1995-06-05,4,5,1,1,3,0.2446675
26.60049366,707.5862629557002,1998,98-208,1998-03-10,1,2,0,0,0,0.333333343
26.181156645999998,685.4529633223899,1998,98-208,1998-03-17,2,3,0,0,0,0.333333343
26.181156645999998,685.4529633223899,1998,98-208,1998-03-24,3,4,0,0,0,0.333333343
26.053721445,678.7964011336529,1998,98-208,1998-03-31,4,5,0,1,0,0.333333343
24.9790933,623.9551020901048,1998,98-208,1998-04-07,5,6,1,0,0,0.333333343
25.159192514,632.9849679565136,1998,98-208,1998-04-14,6,7,1,0,0,0.333333343
25.159192514,632.9849679565136,1998,98-208,1998-04-21,7,8,1,0,0,0.333333343
25.322377566,641.2228055950601,1998,98-208,1998-04-28,8,9,1,0,0,0.333333343
25.322377566,641.2228055950601,1998,98-208,1998-05-02,9,10,1,1,0,0.333333343
25.386776336666667,644.4884127679386,1996,96-305,1996-03-14,1,2,0,0,5,0.370720178
25.386776336666667,644.4884127679386,1996,96-305,1996-03-21,2,3,0,0,5,0.370720178
25.386776336666667,644.4884127679386,1996,96-305,1996-03-28,3,4,0,0,5,0.370720178
25.451700448333334,647.7890557116913,1996,96-305,1996-04-04,4,5,0,0,5,0.370720178
25.451700448333334,647.7890557116913,1996,96-305,1996-04-11,5,6,0,0,5,0.370720178
25.451700448333334,647.7890557116913,1996,96-305,1996-04-18,6,7,0,0,5,0.370720178
25.92250583,671.9763085063839,1996,96-305,1996-04-25,7,8,0,0,5,0.370720178
27.241154251666668,742.080484963097,1996,96-305,1996-05-02,8,9,0,0,5,0.370720178
29.064321754,844.7347990200377,1996,96-305,1996-05-06,9,10,0,0,5,0.370720178
26.954669055,726.5541838645746,1994,94-1086,1994-05-09,1,2,0,0,3,0.69461447
27.281545703333332,744.2827359630654,1994,94-1086,1994-05-16,2,3,0,0,3,0.69461447
27.281545703333332,744.2827359630654,1994,94-1086,1994-05-23,3,4,0,0,3,0.69461447
27.743624282,769.70868830078,1994,94-1086,1994-05-30,4,5,0,0,3,0.69461447
28.255112832,798.351401149051,1994,94-1086,1994-06-06,5,6,0,0,3,0.69461447
28.830603248,831.2036836435881,1994,94-1086,1994-06-13,6,7,0,0,3,0.69461447
29.193456246,852.2578875871164,1994,94-1086,1994-06-20,7,8,0,0,3,0.69461447
29.7169744075,883.09856793601,1994,94-1086,1994-06-27,8,9,0,0,3,0.69461447
29.7169744075,883.09856793601,1994,94-1086,1994-07-01,9,10,0,0,3,0.69461447
24.9721982175,623.6106838141102,2000,00-160,2000-03-10,1,2,0,0,5,0.6725061
24.9721982175,623.6106838141102,2000,00-160,2000-03-17,2,3,0,0,5,0.6725061
24.9721982175,623.6106838141102,2000,00-160,2000-03-24,3,4,0,0,5,0.6725061
24.9721982175,623.6106838141102,2000,00-160,2000-03-31,4,5,0,1,5,0.6725061
24.9721982175,623.6106838141102,2000,00-160,2000-04-05,5,6,1,1,5,0.6725061
25.117391875,630.8833746023159,1997,97-641,1997-03-03,1,2,0,0,4,0.466569781
24.160865674,583.7474301170715,1997,97-641,1997-03-10,2,3,0,0,4,0.466569781
25.023232626666665,626.162171088275,1997,97-641,1997-03-17,3,4,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-641,1997-03-24,4,5,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-641,1997-03-31,5,6,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-641,1997-04-07,6,7,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-641,1997-04-14,7,8,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-641,1997-04-21,8,9,0,0,4,0.466569781
25.88830728,670.204453823701,1997,97-641,1997-04-25,9,10,0,0,4,0.466569781
28.977698092857143,839.7069867607764,1998,98-717,1998-06-10,1,2,0,0,6,0.736769736
29.515340375999997,871.1553175111356,1998,98-717,1998-06-17,2,3,0,1,6,0.736769736
29.515340375999997,871.1553175111356,1998,98-717,1998-06-24,3,4,1,0,6,0.736769736
29.842619496,890.5819383830394,1998,98-717,1998-06-25,4,5,1,1,6,0.736769736
25.386776336666667,644.4884127679386,1996,96-179,1996-03-30,1,2,0,0,3,0.559031904
25.451700448333334,647.7890557116913,1996,96-179,1996-04-06,2,3,0,0,3,0.559031904
25.451700448333334,647.7890557116913,1996,96-179,1996-04-13,3,4,0,0,3,0.559031904
25.451700448333334,647.7890557116913,1996,96-179,1996-04-20,4,5,0,0,3,0.559031904
25.92250583,671.9763085063839,1996,96-179,1996-04-27,5,6,0,0,3,0.559031904
27.241154251666668,742.080484963097,1996,96-179,1996-05-04,6,7,0,0,3,0.559031904
29.064321754,844.7347990200377,1996,96-179,1996-05-11,7,8,0,0,3,0.559031904
29.064321754,844.7347990200377,1996,96-179,1996-05-18,8,9,0,0,3,0.559031904
29.064321754,844.7347990200377,1996,96-179,1996-05-22,9,10,0,0,3,0.559031904
26.014233394,676.7403390775048,1995,95-097,1995-05-14,1,2,0,0,6,0.173776656
27.185131164285714,739.0313564194183,1995,95-097,1995-05-21,2,3,0,1,6,0.173776656
28.060672292,787.4013294790165,1995,95-097,1995-05-28,3,4,1,0,6,0.173776656
28.060672292,787.4013294790165,1995,95-097,1995-06-04,4,5,1,0,6,0.173776656
28.509101362000003,812.7688604687904,1995,95-097,1995-06-11,5,6,1,0,6,0.173776656
28.749597215,826.5393400247358,1995,95-097,1995-06-18,6,7,1,0,6,0.173776656
28.749597215,826.5393400247358,1995,95-097,1995-06-25,7,8,1,0,6,0.173776656
29.9019586,894.127128116114,1995,95-097,1995-07-02,8,9,1,0,6,0.173776656
